name,locations
misdreavus,poke-pelago-elite-four-defeated
unown-a,solaceon-ruins-2f
unown-a,solaceon-ruins-1f
unown-a,solaceon-ruins-b1f-a
unown-a,solaceon-ruins-b1f-b
unown-a,solaceon-ruins-b1f-c
unown-a,solaceon-ruins-b2f-a
unown-a,solaceon-ruins-b2f-b
unown-a,solaceon-ruins-b2f-c
unown-a,solaceon-ruins-b3f-a
unown-a,solaceon-ruins-b3f-b
unown-a,solaceon-ruins-b3f-c
unown-a,solaceon-ruins-b3f-d
unown-a,solaceon-ruins-b3f-e
unown-a,solaceon-ruins-b4f-a
unown-a,solaceon-ruins-b4f-b
unown-a,solaceon-ruins-b4f-c
unown-a,solaceon-ruins-b4f-d
unown-a,solaceon-ruins-b5f
unown-a,ruins-of-alph-interior-a
unown-a,ruins-of-alph-interior-b
unown-a,ruins-of-alph-interior-c
unown-a,ruins-of-alph-interior-d
unown-a,monean-chamber-area
unown-a,liptoo-chamber-area
unown-a,weepth-chamber-area
unown-a,dilford-chamber-area
unown-a,scufib-chamber-area
unown-a,rixy-chamber-area
unown-a,viapos-chamber-area
wobbuffet,lake-verity-before-galactic-intervention
wobbuffet,lake-verity-after-galactic-intervention
wobbuffet,lake-valor-area
wobbuffet,lake-acuity-area
wobbuffet,dark-cave-blackthorn-city-entrance
wobbuffet,cerulean-cave-1f
wobbuffet,cerulean-cave-2f
wobbuffet,cerulean-cave-b1f
wobbuffet,hoenn-safari-zone-sw
wobbuffet,hoenn-safari-zone-se
wobbuffet,ruin-valley-area
wobbuffet,reflection-cave-unknown-area-305
wobbuffet,reflection-cave-unknown-area-306
wobbuffet,reflection-cave-unknown-area-307
wobbuffet,reflection-cave-unknown-area-308
wobbuffet,johto-safari-zone-zone-peak
girafarig,valor-lakefront-area
girafarig,sinnoh-route-214-area
girafarig,sinnoh-route-221-area
girafarig,johto-route-43-area
girafarig,johto-route-48-area
girafarig,hoenn-safari-zone-sw
girafarig,hoenn-safari-zone-se
girafarig,nature-sanctuary-area
girafarig,johto-safari-zone-zone-plains
pineco,eterna-forest-area
pineco,sinnoh-route-203-area
pineco,sinnoh-route-204-south-towards-jubilife-city
pineco,sinnoh-route-204-north-towards-floaroma-town
pineco,sinnoh-route-210-south-towards-solaceon-town
pineco,sinnoh-route-229-area
pineco,johto-route-29-area
pineco,johto-route-30-area
pineco,johto-route-31-area
pineco,johto-route-32-area
pineco,ilex-forest-area
pineco,johto-route-34-area
pineco,johto-route-35-area
pineco,johto-route-36-area
pineco,johto-route-37-area
pineco,johto-route-38-area
pineco,johto-route-39-area
pineco,johto-route-43-area
pineco,lake-of-rage-area
pineco,kanto-route-26-area
pineco,kanto-route-27-area
pineco,hoenn-safari-zone-expansion-north
pineco,hoenn-altering-cave-c
pineco,kanto-altering-cave-c
pineco,azalea-town-area
pineco,alola-route-10-area
dunsparce,sinnoh-route-208-area
dunsparce,dark-cave-violet-city-entrance
dunsparce,three-isle-port-area
dunsparce,dreamyard-area
dunsparce,village-bridge-area
dunsparce,unova-route-1-area
dunsparce,unova-route-2-area
dunsparce,unova-route-6-area
dunsparce,unova-route-12-area
dunsparce,unova-route-18-area
dunsparce,unova-victory-road-2-unknown-area-72
dunsparce,unova-victory-road-2-unknown-area-73
dunsparce,unova-victory-road-2-unknown-area-79
dunsparce,floccesy-ranch-inner
dunsparce,nature-sanctuary-area
dunsparce,unova-route-20-area
dunsparce,kalos-route-3-area
dunsparce,kalos-route-22-area
dunsparce,alola-route-2-north
dunsparce,alola-route-2-south
gligar,stark-mountain-area
gligar,sinnoh-route-206-area
gligar,sinnoh-route-207-area
gligar,sinnoh-route-214-area
gligar,sinnoh-route-215-area
gligar,sinnoh-route-227-area
gligar,johto-route-45-area
gligar,hoenn-safari-zone-expansion-south
gligar,unova-route-11-area
gligar,unova-route-15-area
gligar,unova-route-23-area
steelix,sinnoh-victory-road-1f
steelix,sinnoh-victory-road-2f
steelix,sinnoh-victory-road-b1f
steelix,sinnoh-victory-road-inside-b1f
steelix,sinnoh-victory-road-inside
steelix,sinnoh-victory-road-inside-exit
steelix,snowpoint-temple-1f
steelix,snowpoint-temple-b1f
steelix,snowpoint-temple-b2f
steelix,snowpoint-temple-b3f
steelix,snowpoint-temple-b4f
steelix,snowpoint-temple-b5f
steelix,iron-island-b2f-right
steelix,iron-island-b2f-left
steelix,iron-island-b3f
steelix,mt-silver-2f
steelix,johto-route-47-inside-cave
steelix,twist-mountain-b1f-3f
steelix,clay-tunnel-area
steelix,underground-ruins-area
steelix,rocky-mountain-room-area
steelix,glacier-room-area
steelix,iron-room-area
snubbull,sinnoh-route-209-area
snubbull,johto-route-34-area
snubbull,johto-route-35-area
snubbull,johto-route-38-area
snubbull,kanto-route-5-area
snubbull,kanto-route-6-area
snubbull,kanto-route-7-area
snubbull,kanto-route-8-area
snubbull,hoenn-safari-zone-expansion-south
snubbull,kalos-route-10-area
snubbull,poke-pelago-elite-four-defeated
raticate,sinnoh-route-225-area
raticate,sinnoh-sea-route-226-area
raticate,union-cave-b2f
raticate,burned-tower-1f
raticate,johto-route-38-area
raticate,johto-route-39-area
raticate,johto-route-42-area
raticate,mt-mortar-1f
raticate,mt-mortar-lower-cave
raticate,mt-mortar-upper-cave
raticate,mt-mortar-b1f
raticate,johto-route-43-area
raticate,johto-route-47-area
raticate,kanto-route-26-area
raticate,kanto-route-27-area
raticate,kanto-route-1-area
raticate,kanto-route-3-area
raticate,kanto-route-4-area
raticate,kanto-route-6-area
raticate,kanto-route-7-area
raticate,kanto-route-9-area
raticate,kanto-route-10-area
raticate,kanto-route-11-area
raticate,kanto-route-16-area
raticate,kanto-route-17-area
raticate,kanto-route-18-area
raticate,kanto-sea-route-21-area
raticate,tohjo-falls-area
raticate,pokemon-mansion-1f
raticate,pokemon-mansion-2f
raticate,pokemon-mansion-3f
raticate,pokemon-mansion-b1f
raticate,dreamyard-area
raticate,dreamyard-b1f
raticate,strange-house-1f
raticate,strange-house-b1f
raticate,relic-passage-relic-castle-entrance
raticate,johto-safari-zone-zone-plains
raticate,johto-safari-zone-zone-mountain
raticate,heahea-beach-area
granbull,kanto-route-6-area
granbull,ancient-poni-path-area
granbull,poni-gauntlet-area
granbull,poni-grove-area
granbull,poni-wilds-area
qwilfish,iron-island-area
qwilfish,johto-route-32-area
qwilfish,kanto-route-12-area
qwilfish,kanto-route-13-area
qwilfish,resort-gorgeous-area
qwilfish,water-labyrinth-area
qwilfish,five-isle-meadow-area
qwilfish,memorial-pillar-area
qwilfish,outcast-island-area
qwilfish,green-path-area
qwilfish,water-path-area
qwilfish,trainer-tower-area
qwilfish,tanoby-ruins-area
qwilfish,p2-laboratory-area
qwilfish,unova-route-4-area
qwilfish,unova-route-18-area
qwilfish,unova-route-17-area
qwilfish,virbank-city-area
qwilfish,virbank-complex-outer
qwilfish,kalos-route-8-area
shuckle,sinnoh-route-224-area
shuckle,johto-sea-route-40-area
shuckle,cianwood-city-area
shuckle,dark-cave-violet-city-entrance
shuckle,vermilion-city-area
shuckle,hoenn-safari-zone-expansion-north
shuckle,hoenn-altering-cave-g
shuckle,kanto-altering-cave-g
shuckle,unova-route-14-area
shuckle,seaside-cave-b1f
shuckle,kalos-route-18-area
shuckle,kalos-victory-road-unknown-area-322
shuckle,kalos-victory-road-unknown-area-324
shuckle,terminus-cave-1f
shuckle,terminus-cave-b1f-left
shuckle,terminus-cave-b1f-right
shuckle,cianwood-city-manias-house
shuckle,cianwood-city-kirks-house
heracross,johto-route-29-area
heracross,johto-route-30-area
heracross,johto-route-31-area
heracross,johto-route-32-area
heracross,johto-route-33-area
heracross,johto-route-42-area
heracross,johto-route-43-area
heracross,johto-route-44-area
heracross,johto-route-45-area
heracross,johto-route-46-area
heracross,hoenn-safari-zone-neacro-bike-area
heracross,pattern-bush-area
heracross,unova-route-12-area
heracross,lostlorn-forest-area
heracross,kalos-route-12-area
heracross,azalea-town-area
heracross,poni-grove-area
sneasel,snowpoint-temple-1f
sneasel,snowpoint-temple-b1f
sneasel,snowpoint-temple-b2f
sneasel,snowpoint-temple-b3f
sneasel,snowpoint-temple-b4f
sneasel,snowpoint-temple-b5f
sneasel,lake-acuity-area
sneasel,acuity-lakefront-area
sneasel,sinnoh-route-216-area
sneasel,sinnoh-route-217-area
sneasel,ice-path-b1f
sneasel,ice-path-b2f
sneasel,ice-path-b3f
sneasel,mt-silver-1f-top
sneasel,mt-silver-4f
sneasel,mt-silver-outside
sneasel,mt-silver-top
sneasel,kanto-route-28-area
sneasel,icefall-cave-1f
sneasel,icefall-cave-b1f
sneasel,giant-chasm-area
sneasel,giant-chasm-forest-cave
sneasel,kalos-route-17-area
sneasel,mount-lanakila-cave
sneasel,mount-lanakila-outside
teddiursa,lake-acuity-area
teddiursa,acuity-lakefront-area
teddiursa,sinnoh-route-211-west-towards-eterna-city
teddiursa,sinnoh-route-211-east-towards-celestic-town
teddiursa,johto-route-45-area
teddiursa,dark-cave-violet-city-entrance
teddiursa,dark-cave-blackthorn-city-entrance
teddiursa,mt-silver-1f-top
teddiursa,mt-silver-1f
teddiursa,mt-silver-mountainside
teddiursa,mt-silver-3f
teddiursa,hoenn-safari-zone-expansion-north
teddiursa,hoenn-altering-cave-e
teddiursa,kanto-altering-cave-e
ursaring,lake-acuity-area
ursaring,acuity-lakefront-area
ursaring,sinnoh-route-216-area
ursaring,sinnoh-route-217-area
ursaring,dark-cave-blackthorn-city-entrance
ursaring,mt-silver-2f
ursaring,mt-silver-1f-top
ursaring,mt-silver-4f
ursaring,mt-silver-outside
ursaring,mt-silver-1f
ursaring,mt-silver-mountainside
ursaring,mt-silver-3f
ursaring,mt-silver-top
ursaring,kanto-route-28-area
ursaring,kanto-victory-road-1-1f
ursaring,kanto-victory-road-1-2f
ursaring,kanto-victory-road-1-3f
ursaring,kalos-route-21-area
slugma,stark-mountain-entrance
slugma,stark-mountain-inside
slugma,kanto-route-16-area
slugma,kanto-route-17-area
slugma,kanto-route-18-area
slugma,fiery-path-area
slugma,hoenn-route-113-area
slugma,mt-ember-b1f
slugma,mt-ember-b2f
slugma,mt-ember-b3f
slugma,kalos-route-13-area
slugma,violet-city-pokemon-center
magcargo,stark-mountain-entrance
magcargo,stark-mountain-inside
magcargo,mt-ember-b3f
magcargo,ultra-space-wilds-cave
spearow,sinnoh-route-225-area
spearow,sinnoh-sea-route-226-area
spearow,johto-route-29-area
spearow,johto-route-30-area
spearow,johto-route-31-area
spearow,johto-route-32-area
spearow,johto-route-33-area
spearow,johto-route-42-area
spearow,johto-route-43-area
spearow,johto-route-44-area
spearow,johto-route-45-area
spearow,johto-route-46-area
spearow,johto-route-47-area
spearow,kanto-route-3-area
spearow,kanto-route-4-area
spearow,kanto-route-7-area
spearow,kanto-route-9-area
spearow,kanto-route-10-area
spearow,kanto-route-11-area
spearow,kanto-route-16-area
spearow,kanto-route-17-area
spearow,kanto-route-18-area
spearow,kanto-route-22-area
spearow,kanto-route-23-area
spearow,mt-ember-area
spearow,kindle-road-area
spearow,treasure-beach-area
spearow,cape-brink-area
spearow,water-path-area
spearow,ruin-valley-area
spearow,canyon-entrance-area
spearow,goldenrod-city-north-gate
spearow,azalea-town-area
spearow,johto-safari-zone-zone-wetland
spearow,alola-route-2-north
spearow,alola-route-3-north
spearow,alola-route-3-south
spearow,poke-pelago-poni-island-reached
spearow,poke-pelago-ulaula-island-reached
spearow,poke-pelago-elite-four-defeated
swinub,acuity-lakefront-area
swinub,sinnoh-route-217-area
swinub,ice-path-1f
swinub,ice-path-b1f
swinub,ice-path-b2f
swinub,ice-path-b3f
swinub,icefall-cave-1f
swinub,icefall-cave-b1f
swinub,tapu-village-area
piloswine,sinnoh-route-217-area
piloswine,giant-chasm-area
piloswine,giant-chasm-forest
piloswine,giant-chasm-forest-cave
piloswine,frost-cavern-unknown-area-314
piloswine,frost-cavern-unknown-area-315
piloswine,frost-cavern-unknown-area-316
piloswine,frost-cavern-unknown-area-317
corsola,sinnoh-sea-route-230-area
corsola,cherrygrove-city-area
corsola,union-cave-b2f
corsola,johto-route-34-area
corsola,olivine-city-area
corsola,johto-sea-route-40-area
corsola,cianwood-city-area
corsola,kanto-sea-route-19-area
corsola,ever-grande-city-area
corsola,hoenn-route-128-area
corsola,unova-route-13-area
corsola,unova-route-18-area
corsola,undella-town-area
corsola,humilau-city-area
corsola,kalos-route-12-area
corsola,alola-route-9-main
corsola,hauoli-city-beachfront
corsola,melemele-sea-area
corsola,poke-pelago-poni-island-reached
corsola,poke-pelago-ulaula-island-reached
corsola,poke-pelago-elite-four-defeated
remoraid,pastoria-city-area
remoraid,sunyshore-city-area
remoraid,sinnoh-pokemon-league-area
remoraid,sinnoh-route-212-east-towards-pastoria-city
remoraid,sinnoh-route-213-area
remoraid,sinnoh-route-222-area
remoraid,sinnoh-route-224-area
remoraid,sinnoh-sea-route-223-area
remoraid,sinnoh-sea-route-230-area
remoraid,johto-route-44-area
remoraid,hoenn-safari-zone-expansion-south
remoraid,resort-gorgeous-area
remoraid,water-labyrinth-area
remoraid,five-isle-meadow-area
remoraid,memorial-pillar-area
remoraid,outcast-island-area
remoraid,green-path-area
remoraid,water-path-area
remoraid,trainer-tower-area
remoraid,tanoby-ruins-area
remoraid,undella-bay-area
remoraid,undella-town-area
remoraid,unova-route-21-area
remoraid,shalour-city-area
remoraid,kalos-route-12-area
remoraid,azure-bay-area
remoraid,alola-route-8-main
remoraid,hauoli-city-beachfront
remoraid,kalae-bay-area
remoraid,melemele-sea-area
octillery,pastoria-city-area
octillery,sunyshore-city-area
octillery,sinnoh-pokemon-league-area
octillery,sinnoh-route-212-east-towards-pastoria-city
octillery,sinnoh-route-213-area
octillery,sinnoh-route-222-area
octillery,sinnoh-route-224-area
octillery,sinnoh-sea-route-223-area
octillery,sinnoh-sea-route-230-area
octillery,hoenn-safari-zone-expansion-south
octillery,undella-bay-area
octillery,undella-town-area
octillery,unova-route-21-area
octillery,shalour-city-area
octillery,kalos-route-12-area
octillery,azure-bay-area
octillery,alola-route-8-main
octillery,hauoli-city-beachfront
octillery,kalae-bay-area
octillery,melemele-sea-area
delibird,sinnoh-route-216-area
delibird,sinnoh-route-217-area
delibird,ice-path-1f
delibird,ice-path-b1f
delibird,ice-path-b2f
delibird,ice-path-b3f
delibird,icefall-cave-1f
delibird,icefall-cave-b1f
delibird,giant-chasm-outside
delibird,giant-chasm-area
delibird,giant-chasm-forest
delibird,giant-chasm-forest-cave
delibird,unova-route-22-area
delibird,kalos-route-17-area
delibird,alola-route-3-north
delibird,seaward-cave-area
mantine,johto-sea-route-41-area
mantine,trainer-tower-area
mantine,tanoby-ruins-area
mantine,undella-bay-area
mantine,undella-town-area
mantine,unova-route-21-area
skarmory,stark-mountain-area
skarmory,sinnoh-route-227-area
skarmory,johto-route-45-area
skarmory,hoenn-route-113-area
skarmory,sevault-canyon-area
skarmory,reversal-mountain-unknown-area-48
skarmory,alola-route-10-area
skarmory,alola-route-17-northeast
skarmory,mount-hokulani-main
skarmory,mount-hokulani-west
skarmory,vast-poni-canyon-outside
skarmory,poke-pelago-poni-island-reached
skarmory,poke-pelago-elite-four-defeated
houndour,valor-lakefront-area
houndour,sinnoh-route-214-area
houndour,kanto-route-7-area
houndour,hoenn-safari-zone-expansion-north
houndour,hoenn-altering-cave-d
houndour,kanto-altering-cave-d
houndour,kalos-route-10-area
houndour,poke-pelago-poni-island-reached
houndour,poke-pelago-elite-four-defeated
houndoom,sinnoh-route-214-area
houndoom,sinnoh-route-215-area
houndoom,alola-route-12-area
fearow,stark-mountain-area
fearow,sinnoh-route-225-area
fearow,sinnoh-route-227-area
fearow,sinnoh-sea-route-226-area
fearow,johto-route-42-area
fearow,johto-route-47-area
fearow,johto-route-48-area
fearow,kanto-route-9-area
fearow,kanto-route-10-area
fearow,kanto-route-16-area
fearow,kanto-route-17-area
fearow,kanto-route-18-area
fearow,kanto-route-22-area
fearow,kanto-route-23-area
fearow,mt-ember-area
fearow,kindle-road-area
fearow,treasure-beach-area
fearow,cape-brink-area
fearow,water-path-area
fearow,ruin-valley-area
fearow,canyon-entrance-area
fearow,sevault-canyon-area
fearow,unova-route-15-area
fearow,johto-safari-zone-zone-desert
fearow,johto-safari-zone-zone-wasteland
fearow,alola-route-10-area
fearow,alola-route-17-northeast
fearow,alola-route-17-west
fearow,mount-hokulani-main
fearow,mount-hokulani-west
fearow,poni-plains-north
fearow,poni-plains-west
kingdra,p2-laboratory-area
kingdra,unova-route-18-area
kingdra,unova-route-17-area
phanpy,sinnoh-route-207-area
phanpy,johto-route-45-area
phanpy,johto-route-46-area
phanpy,mt-silver-1f-top
phanpy,mt-silver-1f
phanpy,mt-silver-mountainside
phanpy,mt-silver-3f
phanpy,hoenn-safari-zone-neacro-bike-area
phanpy,canyon-entrance-area
phanpy,sevault-canyon-area
donphan,johto-route-45-area
donphan,mt-silver-2f
donphan,mt-silver-1f-top
donphan,mt-silver-4f
donphan,mt-silver-outside
donphan,mt-silver-1f
donphan,mt-silver-mountainside
donphan,mt-silver-3f
donphan,mt-silver-top
donphan,kanto-route-28-area
donphan,kanto-victory-road-1-1f
donphan,kanto-victory-road-1-2f
donphan,kanto-victory-road-1-3f
stantler,sinnoh-route-207-area
stantler,johto-route-36-area
stantler,johto-route-37-area
stantler,hoenn-safari-zone-expansion-south
stantler,hoenn-altering-cave-h
stantler,kanto-altering-cave-h
stantler,abundant-shrine-area
stantler,johto-safari-zone-zone-plains
smeargle,sinnoh-route-208-area
smeargle,sinnoh-route-212-north-towards-hearthome-city
smeargle,ruins-of-alph-outside
smeargle,artisan-cave-area
smeargle,hoenn-altering-cave-i
smeargle,kanto-altering-cave-i
smeargle,kalos-route-7-area
smeargle,johto-safari-zone-zone-plains
smeargle,alola-route-2-north
smeargle,alola-route-2-south
tyrogue,sinnoh-route-208-area
tyrogue,sinnoh-route-211-west-towards-eterna-city
tyrogue,johto-route-34-area
tyrogue,mt-mortar-b1f
smoochum,snowpoint-temple-1f
smoochum,lake-acuity-area
smoochum,johto-route-34-area
smoochum,seaward-cave-area
elekid,valley-windworks-area
elekid,sinnoh-route-205-south-towards-floaroma-town
elekid,johto-route-34-area
elekid,virbank-complex-outer
elekid,virbank-complex-inner
elekid,alola-route-12-area
elekid,blush-mountain-area
elekid,mount-hokulani-west
ekans,sinnoh-route-212-east-towards-pastoria-city
ekans,johto-route-32-area
ekans,johto-route-33-area
ekans,johto-route-42-area
ekans,kanto-route-26-area
ekans,kanto-route-27-area
ekans,kanto-route-3-area
ekans,kanto-route-4-area
ekans,kanto-route-8-area
ekans,kanto-route-9-area
ekans,kanto-route-10-area
ekans,kanto-route-11-area
ekans,kanto-route-23-area
ekans,azalea-town-area
ekans,johto-safari-zone-zone-marshland
ekans,alola-route-2-north
ekans,alola-route-2-south
magby,stark-mountain-area
magby,stark-mountain-entrance
magby,stark-mountain-inside
magby,sinnoh-route-227-area
magby,johto-route-34-area
magby,virbank-complex-outer
magby,virbank-complex-inner
magby,wela-volcano-park-area
miltank,sinnoh-route-209-area
miltank,sinnoh-route-210-south-towards-solaceon-town
miltank,johto-route-38-area
miltank,johto-route-39-area
miltank,johto-route-47-area
miltank,hoenn-safari-zone-expansion-north
miltank,kalos-route-12-area
miltank,paniola-ranch-area
miltank,poni-plains-center
miltank,poni-plains-east
miltank,poni-plains-north
miltank,poni-plains-west
blissey,poni-plains-center
raikou,roaming-kanto-area
raikou,roaming-johto-area
raikou,ultra-space-wilds-crag
raikou,trackless-forest-area
raikou,ultra-space-ultra-space-wilds-rocky
entei,roaming-kanto-area
entei,roaming-johto-area
entei,ultra-space-wilds-crag
entei,trackless-forest-area
entei,ultra-space-ultra-space-wilds-rocky
suicune,kanto-route-25-area
suicune,roaming-kanto-area
suicune,roaming-johto-area
suicune,bell-tower-1f
suicune,ultra-space-wilds-waterfall
suicune,trackless-forest-area
suicune,ultra-space-ultra-space-wilds-water
larvitar,sinnoh-route-206-area
larvitar,sinnoh-route-207-area
larvitar,mt-silver-2f
larvitar,mt-silver-1f-top
larvitar,mt-silver-4f
larvitar,mt-silver-1f
larvitar,mt-silver-mountainside
larvitar,mt-silver-3f
larvitar,mt-silver-top
larvitar,sevault-canyon-area
larvitar,johto-safari-zone-zone-mountain
larvitar,digletts-tunnel-area
pupitar,mt-silver-3f
pupitar,mt-silver-top
pupitar,unova-route-15-area
pupitar,kalos-route-18-area
pupitar,terminus-cave-1f
pupitar,terminus-cave-b1f-left
pupitar,terminus-cave-b1f-right
pupitar,terminus-cave-b2f
pupitar,terminus-cave-zygardes-chamber
tyranitar,unova-route-15-area
lugia,whirl-islands-b2f
lugia,whirl-islands-b3f
lugia,navel-rock-area
lugia,ultra-space-wilds-waterfall
lugia,sea-mauville-inside
lugia,ultra-space-ultra-space-wilds-water
arbok,great-marsh-area-1
arbok,great-marsh-area-2
arbok,great-marsh-area-3
arbok,great-marsh-area-4
arbok,great-marsh-area-5
arbok,great-marsh-area-6
arbok,johto-route-42-area
arbok,mt-silver-outside
arbok,kanto-route-26-area
arbok,kanto-route-27-area
arbok,kanto-route-28-area
arbok,kanto-route-3-area
arbok,kanto-route-4-area
arbok,cerulean-cave-1f
arbok,cerulean-cave-b1f
arbok,kanto-route-23-area
arbok,kanto-victory-road-2-1f
arbok,kanto-victory-road-2-2f
arbok,kanto-victory-road-2-3f
arbok,johto-safari-zone-zone-marshland
arbok,alola-route-8-main
ho-oh,bell-tower-roof
ho-oh,navel-rock-area
ho-oh,ultra-space-wilds-cliff
ho-oh,sea-mauville-inside
ho-oh,ultra-space-ultra-space-wilds-cliff
celebi,ilex-forest-area
treecko,hoenn-route-101-area
treecko,saffron-city-silph-co
grovyle,alola-route-5-area
torchic,hoenn-route-101-area
torchic,saffron-city-silph-co
combusken,alola-route-8-main
mudkip,hoenn-route-101-area
mudkip,saffron-city-silph-co
marshtomp,brooklet-hill-main
pikachu,trophy-garden-area
pikachu,pallet-town-area
pikachu,kanto-route-2-south-towards-viridian-city
pikachu,viridian-forest-area
pikachu,power-plant-area
pikachu,hoenn-safari-zone-sw
pikachu,hoenn-safari-zone-se
pikachu,kalos-route-3-area
pikachu,santalune-forest-area
pikachu,slateport-city-contest-hall
pikachu,verdanturf-town-contest-hall
pikachu,fallarbor-town-contest-hall
pikachu,lilycove-city-contest-hall
pikachu,alola-route-1-east
pikachu,alola-route-1-west
pikachu,hauoli-city-shopping-district
pikachu,heahea-city-surf-association
poochyena,sinnoh-route-214-area
poochyena,kanto-route-1-area
poochyena,petalburg-woods-area
poochyena,hoenn-route-101-area
poochyena,hoenn-route-102-area
poochyena,hoenn-route-103-area
poochyena,hoenn-route-104-area
poochyena,hoenn-route-110-area
poochyena,hoenn-route-116-area
poochyena,hoenn-route-117-area
poochyena,hoenn-route-120-area
poochyena,hoenn-route-121-area
poochyena,hoenn-route-123-area
mightyena,sinnoh-route-214-area
mightyena,sinnoh-route-215-area
mightyena,hoenn-route-120-area
mightyena,hoenn-route-121-area
mightyena,hoenn-route-123-area
mightyena,kalos-route-15-area
zigzagoon,sinnoh-route-202-area
zigzagoon,sprout-tower-2f
zigzagoon,sprout-tower-3f
zigzagoon,burned-tower-1f
zigzagoon,burned-tower-b1f
zigzagoon,bell-tower-2f
zigzagoon,bell-tower-3f
zigzagoon,bell-tower-4f
zigzagoon,bell-tower-5f
zigzagoon,bell-tower-6f
zigzagoon,bell-tower-7f
zigzagoon,bell-tower-8f
zigzagoon,bell-tower-9f
zigzagoon,bell-tower-10f
zigzagoon,unknown-all-rattata-area
zigzagoon,petalburg-woods-area
zigzagoon,hoenn-route-101-area
zigzagoon,hoenn-route-102-area
zigzagoon,hoenn-route-103-area
zigzagoon,hoenn-route-104-area
zigzagoon,hoenn-route-110-area
zigzagoon,hoenn-route-116-area
zigzagoon,hoenn-route-117-area
zigzagoon,hoenn-route-118-area
zigzagoon,hoenn-route-119-area
zigzagoon,hoenn-route-120-area
zigzagoon,hoenn-route-121-area
zigzagoon,hoenn-route-123-area
zigzagoon,kalos-route-2-area
linoone,johto-route-30-area
linoone,johto-route-31-area
linoone,johto-route-32-area
linoone,ruins-of-alph-outside
linoone,johto-route-34-area
linoone,johto-route-35-area
linoone,johto-route-42-area
linoone,johto-route-43-area
linoone,johto-route-44-area
linoone,johto-route-45-area
linoone,johto-route-47-area
linoone,mt-silver-outside
linoone,kanto-route-26-area
linoone,kanto-route-27-area
linoone,kanto-route-28-area
linoone,kanto-route-4-area
linoone,kanto-route-6-area
linoone,kanto-route-9-area
linoone,kanto-route-10-area
linoone,kanto-route-13-area
linoone,kanto-sea-route-21-area
linoone,kanto-route-22-area
linoone,kanto-route-24-area
linoone,kanto-route-25-area
linoone,hoenn-route-118-area
linoone,hoenn-route-119-area
linoone,hoenn-route-120-area
linoone,hoenn-route-121-area
linoone,hoenn-route-123-area
wurmple,eterna-forest-area
wurmple,sinnoh-route-204-south-towards-jubilife-city
wurmple,sinnoh-route-204-north-towards-floaroma-town
wurmple,sinnoh-route-205-east-towards-eterna-city
wurmple,petalburg-woods-area
wurmple,hoenn-route-101-area
wurmple,hoenn-route-102-area
wurmple,hoenn-route-104-area
silcoon,eterna-forest-area
silcoon,sinnoh-route-205-east-towards-eterna-city
silcoon,petalburg-woods-area
beautifly,eterna-forest-area
beautifly,sinnoh-route-205-east-towards-eterna-city
beautifly,sinnoh-route-224-area
beautifly,sinnoh-route-229-area
beautifly,sinnoh-sea-route-230-area
cascoon,eterna-forest-area
cascoon,sinnoh-route-205-east-towards-eterna-city
cascoon,petalburg-woods-area
dustox,eterna-forest-area
dustox,sinnoh-route-205-east-towards-eterna-city
dustox,sinnoh-route-224-area
dustox,sinnoh-route-229-area
dustox,sinnoh-sea-route-230-area
raichu,cerulean-cave-1f
raichu,cerulean-cave-b1f
raichu,power-plant-area
lotad,sinnoh-route-203-area
lotad,sinnoh-route-204-south-towards-jubilife-city
lotad,sinnoh-route-204-north-towards-floaroma-town
lotad,sinnoh-route-205-east-towards-eterna-city
lotad,sinnoh-route-212-east-towards-pastoria-city
lotad,hoenn-route-102-area
lotad,hoenn-route-114-area
lombre,sinnoh-route-212-east-towards-pastoria-city
lombre,sinnoh-route-229-area
lombre,hoenn-route-114-area
lombre,couriway-town-area
lombre,kalos-route-15-area
lombre,kalos-route-16-area
lombre,kalos-route-21-area
lombre,pokemon-village-area
lombre,kalos-victory-road-unknown-area-327
lombre,ultra-space-wilds-waterfall
seedot,eterna-forest-area
seedot,sinnoh-route-203-area
seedot,sinnoh-route-204-south-towards-jubilife-city
seedot,sinnoh-route-204-north-towards-floaroma-town
seedot,sinnoh-route-210-south-towards-solaceon-town
seedot,hoenn-route-102-area
seedot,hoenn-route-114-area
seedot,hoenn-route-117-area
seedot,hoenn-route-120-area
nuzleaf,sinnoh-route-210-south-towards-solaceon-town
nuzleaf,sinnoh-route-229-area
nuzleaf,hoenn-route-114-area
nuzleaf,nature-sanctuary-area
nuzleaf,ultra-space-wilds-crag
shiftry,nature-sanctuary-area
taillow,petalburg-woods-area
taillow,hoenn-route-104-area
taillow,hoenn-route-115-area
taillow,hoenn-route-116-area
swellow,sinnoh-route-213-area
swellow,hoenn-route-115-area
swellow,giant-chasm-outside
swellow,unova-route-13-area
swellow,ultra-space-wilds-cliff
wingull,canalave-city-area
wingull,pastoria-city-area
wingull,sunyshore-city-area
wingull,sinnoh-pokemon-league-area
wingull,valley-windworks-area
wingull,fuego-ironworks-area
wingull,iron-island-area
wingull,sinnoh-route-205-south-towards-floaroma-town
wingull,sinnoh-route-213-area
wingull,sinnoh-route-218-area
wingull,sinnoh-route-219-area
wingull,sinnoh-route-221-area
wingull,sinnoh-route-222-area
wingull,sinnoh-route-229-area
wingull,sinnoh-sea-route-220-area
wingull,sinnoh-sea-route-226-area
